Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen;
1107;35;4;Marcel Appiah;D;31;0;4;
1108;35;14;Manuel Hornig;D;24;0;0;
1109;35;29;Arne Feick;D;23;0;1;
1110;35;5;Thomas Hübener;D;22;2;0;
1111;35;11;Stephan Salger;D;21;0;1;
1112;35;19;Felix Burmeister;D;16;0;0;
1113;35;2;Jonas Strifler;D;6;0;0;
1114;35;28;Vujadin Savic;SER;6;0;0;
1115;35;3;Dennis Riemer;D;0;0;0;
1116;35;0;Jerome Propheter;D;0;0;0;
1117;35;21;Patrick Schönfeld;D;31;3;6;
1118;35;6;Tom Schütz;D;26;1;2;
1119;35;16;Philipp Riese;D;26;3;1;
1120;35;7;Marc Lorenz;D;25;3;3;
1121;35;37;Christian Müller;D;25;3;5;
1122;35;8;Tim Jerat;D;22;5;1;
1123;35;30;Sebastian Hille;D;21;2;0;
1124;35;13;Johannes Rahn;D;16;1;0;
1125;35;20;Jan Fießer;D;9;0;0;
1126;35;17;Oliver Petersch;D;2;0;0;
1127;35;0;Bashkim Renneke;D;2;0;0;
1128;35;25;Patrick Mainka;D;1;0;0;
1129;35;22;Philipp Heithölter;D;0;0;0;
1130;35;23;Pascal Schmidt;D;0;0;0;
1131;35;29;Nuri Konak;D;0;0;0;
1132;35;32;Khalil Kleit;GUI;0;0;0;
1133;35;33;Erdogan Yesilyurt;D;0;0;0;
1134;35;9;Fabian Klos;D;28;7;4;
1135;35;10;Kacper Przybylko;PL;13;3;0;
1136;35;35;Ben Sahar;ISR;11;3;0;
1137;35;15;Anass Achahbar;NL;10;1;0;
1138;35;0;Francky Sembolo;CGO;8;0;0;
1139;35;10;Pascal Testroet;D;0;0;0;
1140;35;31;Sebastian Glasner;D;0;0;0;
1141;36;1;Robert Almer;A;18;0;0;
1142;36;12;René Renno;D;15;0;0;
1143;36;31;Niclaas Heimann;D;0;0;0;
1144;36;6;Uwe Möhrle;D;30;1;0;
1145;36;15;Alexander Bittroff;D;28;1;3;
1146;36;18;Jurica Buljat;CRO;23;0;1;
1147;36;33;Michael Schulze;D;20;0;1;
1148;36;13;Julian Börner;D;15;0;0;
1149;36;29;Ahmed Madouni;F/ALG;9;0;1;
1150;36;16;Daniel Svab;HUN;8;0;0;
1151;36;5;Mateo Susic;BOS;5;0;0;
1152;36;3;Guillaume Rippert;F;0;0;0;
1153;36;16;Martin Dahm;D;0;0;0;
1154;36;0;Markus Brzenska;D;0;0;0;
1155;36;4;Ivica Banovic;CRO;28;4;1;
1156;36;25;Stiven Rivic;CRO;24;1;0;
1157;36;20;Charles Takyi;GHA/D;21;2;0;
1158;36;37;Christian Bickel;D;20;0;2;
1159;36;22;André Fomitschow;D;19;0;1;
1160;36;0;Marc-André Kruska;D;17;2;0;
1161;36;40;Fanol Perdedaj;ALB;12;0;0;
1162;36;19;Amin Affane;SWE;9;2;0;
1163;36;17;Steffen Bohl;D;3;0;1;
1164;36;7;Daniel Brinkmann;D;2;0;0;
1165;36;14;Nicolas Farina;F;1;0;0;
1166;36;21;Sebastian Mrowca;D;1;0;0;
1167;36;9;Marco Stiepermann;D;29;5;8;
1168;36;26;Erik Jendrisek;SVK;28;1;2;
1169;36;27;Boubacar Sanogo;CIV;28;10;1;
1170;36;35;Sven Michel;D;13;2;2;
1171;36;24;Mathias Fetsch;D;11;1;1;
1172;36;0;John Jairo Mosquera;KOL;5;0;0;
1173;36;34;Tim Kleindienst;D;2;0;0;
1174;36;0;Paul Röwer;D;2;1;0;
1175;37;0;Erol Sabanov;D;31;0;0;
1176;37;0;Rouven Sattelmaier;D;6;0;0;
1177;37;0;Felix Körber;D;0;0;0;
1178;37;0;Philipp Heise;D;37;2;0;
1179;37;0;Tim Göhlert;D;35;4;0;
1180;37;0;Mathias Wittek;D;34;1;0;
1181;37;0;Dennis Malura;D;25;0;0;
1182;37;0;Florian Krebs;D;7;1;0;
1183;37;0;Marc Endres;D;7;0;0;
1184;37;0;Daniel Vier;BRA/D;5;0;0;
1185;37;0;Ingo Feistle;D;1;0;0;
1186;37;0;Timo Beermann;D;0;0;0;
1187;37;0;Florian Tausendpfund;D;0;0;0;
1188;37;0;Lukas Kohler;D;0;0;0;
1189;37;0;Marc Schnatterer;D;37;13;0;
1190;37;0;Sebastian Griesbeck;D;36;1;0;
1191;37;0;Julius Reinhardt;D;34;2;0;
1192;37;0;Robert Strauß;D;31;0;0;
1193;37;0;Sven Sökler;D;29;3;0;
1194;37;0;Alper Bagceci;TUR;29;3;0;
1195;37;0;Marcel Titsch-Rivero;D;19;2;0;
1196;37;0;Christian Sauter;D;8;0;0;
1197;37;0;Michael Deutsche;D;2;0;0;
1198;37;0;Maurizio Scioscia;I;0;0;0;
1199;37;0;David Schittenhelm;D;0;0;0;
1200;37;0;Florian Niederlechner;D;30;6;0;
1201;37;0;Smail Morabit;F;29;8;0;
1202;37;0;Michael Thurk;D;23;2;0;
1203;37;0;Patrick Mayer;D;18;6;0;
1204;37;0;Bastian Heidenfelder;D;1;0;0;
1205;37;0;Nicolai Groß;D;0;0;0;
1206;37;0;Nico Frommer;D;0;0;0;
1207;38;0;Fabio Coltorti;CH;21;0;0;
1208;38;0;Benjamin Bellot;D;9;0;0;
1209;38;0;Eric Domaschke;D;8;0;0;
1210;38;0;Andreas Kerner;D;0;0;0;
1211;38;0;Niklas Hoheneder;A;31;1;0;
1212;38;0;Tim Sebastian;D;29;0;0;
1213;38;0;Anthony Jung;D;22;3;0;
1214;38;0;Fabian Franke;D;22;1;0;
1215;38;0;Tobias Willers;D;17;1;0;
1216;38;0;Christian Müller;D;10;0;0;
1217;38;0;Juri Judt;D;6;0;0;
1218;38;0;Mikko Sumusalo;FIN;1;0;0;
1219;38;0;Matthias Buszkowiak;D;0;0;0;
1220;38;0;Daniel Rosin;D;0;0;0;
1221;38;0;Alexander Siebeck;D;0;0;0;
1222;38;0;Dominik Kaiser;D;35;12;0;
1223;38;0;Sebastian Heidinger;D;29;4;0;
1224;38;0;Timo Röttger;D;28;0;0;
1225;38;0;Joshua Kimmich;D;24;1;0;
1226;38;0;Henrik Ernst;D;20;0;0;
1227;38;0;Clemens Fandrich;D;19;1;0;
1228;38;0;Bastian Schulz;D;14;3;0;
1229;38;0;Diego Demme;D/I;14;0;0;
1230;38;0;Georg Teigl;A;13;0;0;
1231;38;0;Andre Luge;D;5;1;0;
1232;38;0;Thiago Rockenbach Da Silva;BRA;4;0;0;
1233;38;0;Christos Papadimitriou;GR;1;0;0;
1234;38;0;Alexander Laas;D;0;0;0;
1235;38;0;Jeremy Opoku-Karikari;D;0;0;0;
1236;38;0;Jeremy Karikari;D;0;0;0;
1237;38;0;René-Mike Legien;D;0;0;0;
1238;38;0;Yussuf Poulsen;DEN;34;8;0;
1239;38;0;Daniel Frahn;D;33;19;0;
1240;38;0;Matthias Morys;D;18;1;0;
1241;38;0;Denis Thomalla;D;17;2;0;
1242;38;0;Carsten Kammlott;D;13;1;0;
1243;38;0;Federico Palacios-Martinez;D;5;0;0;
1244;38;0;Richard van den Bosch;D;0;0;0;
1245;38;0;Vincent Rabiega;D/PL;0;0;0;
1246;39;0;Jan Zimmermann;D;37;0;0;
1247;39;0;David Salfeld;D;0;0;0;
1248;39;0;Steven Braunsdorf;D;0;0;0;
1249;39;0;Michael Stegmayer;D;36;1;0;
1250;39;0;Benjamin Gorka;D;35;1;0;
1251;39;0;Aytac Sulu;TUR;35;2;0;
1252;39;0;Sandro Sirigu;I;29;2;0;
1253;39;0;Benjamin Maas;D;27;0;0;
1254;39;0;Aaron Berzel;D;26;1;0;
1255;39;0;Julian Ratei;D;3;0;0;
1256;39;0;Serkan Firat;D/TUR;1;0;0;
1257;39;0;Marcel Heller;D;36;2;0;
1258;39;0;Hanno Behrens;D;35;3;0;
1259;39;0;Jerome Gondorf;D;35;2;0;
1260;39;0;Milan Ivana;SVK;33;4;0;
1261;39;0;Elton da Costa;BRA;27;3;0;
1262;39;0;Julius Valentin Biada;D;15;1;0;
1263;39;0;Benjamin Baier;D;10;1;0;
1264;39;0;Josip Landeka;CRO;9;0;0;
1265;39;0;Uwe Hesse;D;4;0;0;
1266;39;0;Nikola Mladenovic;D;1;0;0;
1267;39;0;Dominik Stroh-Engel;D;33;27;0;
1268;39;0;Marco Sailer;D;31;2;0;
1269;39;0;Dennis Schmidt;D;7;0;0;
1270;39;0;Markus Ziereis;D;6;0;0;
1271;39;0;Rudolph Hübner;D;1;0;0;
1272;42;0;Marcus Kolke;D;24;0;0;
1273;42;0;Michael Gurski;D;13;0;0;
1274;42;0;Raphael Laux;D;0;0;0;
1275;42;0;Nico Herzig;D;32;2;0;
1276;42;0;Marcus Mann;D;24;3;0;
1277;42;0;Maximilian Ahlschwede;D;23;0;0;
1278;42;0;Alexander Nandzik;D;20;1;0;
1279;42;0;Jovan Vidovic;SLO;18;1;0;
1280;42;0;Denis Perger;SLO;13;0;0;
1281;42;0;Adam Straith;CAN;7;0;0;
1282;42;0;Stephan Gusche;D;2;0;0;
1283;42;0;Daniel Döringer;D;0;0;0;
1284;42;0;Tobias Jänicke;D;36;9;0;
1285;42;0;Robert Müller;D;35;1;0;
1286;42;0;Alf Mintzel;D;34;3;0;
1287;42;0;Michael Wiemann;D;34;4;0;
1288;42;0;Nils-Ole Book;D;32;2;0;
1289;42;0;Julian Grupp;D;27;0;0;
1290;42;0;Maciej Zieba;PL;18;0;0;
1291;42;0;Martin Röser;D;18;2;0;
1292;42;0;Steffen Haas;D;11;0;0;
1293;42;0;Marco Christ;D;6;0;0;
1294;42;0;Julian Wießmeier;D;3;0;0;
1295;42;0;Maik Vetter;D;0;0;0;
1296;42;0;Jeff Gyasi;D;0;0;0;
1297;42;0;José Pierre Vunguidica;ANG;33;10;0;
1298;42;0;Luca Schnellbacher;D;25;4;0;
1299;42;0;Marco Königs;D;17;0;0;
1300;42;0;Sascha Wolfert;D;8;0;0;
1301;40;0;Daniel Heuer-Fernandes;D;34;0;0;
1302;40;0;Frank Lehmann;D;4;0;0;
1303;40;0;Björn Bussmann;D;0;0;0;
1304;40;0;Nils Zumbeel;D;0;0;0;
1305;40;0;David Pisot;D;35;2;0;
1306;40;0;Michael Hohnstedt;D;34;3;0;
1307;40;0;Sebastian Neumann;D;33;1;0;
1308;40;0;Alexander Dercho;D;32;3;0;
1309;40;0;Marcel Stadel;D;22;0;0;
1310;40;0;Florian Krebs;D;5;0;0;
1311;40;0;Paul Thomik;D;2;1;0;
1312;40;0;Martin Hudec;CZE;0;0;0;
1313;40;0;Alexander Krük;D;0;0;0;
1314;40;0;Thijs Bouma;NL;0;0;0;
1315;40;0;Daniel Nagy;HUN;31;3;0;
1316;40;0;Nicolas Feldhahn;D;31;5;0;
1317;40;0;Massimo Ornatelli;I;30;5;0;
1318;40;0;Erik Zenga;D;28;0;0;
1319;40;0;Tom Merkens;D;20;0;0;
1320;40;0;Yannic Thiel;D;16;0;0;
1321;40;0;Michael Blum;D;16;0;0;
1322;40;0;Timo Kunert;D;12;0;0;
1323;40;0;Andreas Glockner;D;11;0;0;
1324;40;0;Jeremy Karikari;D;7;0;0;
1325;40;0;Timo Staffeldt;D;0;0;0;
1326;40;0;Daniel Latkowski;D;0;0;0;
1327;40;0;Julian Wolf;D;0;0;0;
1328;40;0;Sandro Heskamp;D;0;0;0;
1329;40;0;Adriano Grimaldi;I;29;12;0;
1330;40;0;Pascal Testroet;D;26;10;0;
1331;40;0;Stanislav Iljutcenko;D;21;0;0;
1332;40;0;Andreas Spann;D;18;2;0;
1333;40;0;Dennis Wegner;D;9;1;0;
1334;40;0;Roman Prokoph;D;6;1;0;
1335;40;0;Malte Nieweler;D;2;0;0;
1336;40;0;Marcel Kunstmann;D;1;0;0;
1337;40;0;Christian Pauli;D;0;0;0;
1338;44;0;Michael Ratajczak;D;32;0;0;
1339;44;30;Marcel Lenz;D;6;0;0;
1340;44;1;Roland Müller;D;0;0;0;
1341;44;0;Maurice Schumacher;D;0;0;0;
1342;44;0;Phil Ofosu-Ayeh (ehe. Schlüter);D;32;1;0;
1343;44;5;Branimir Bajic;BOS;31;3;0;
1344;44;3;Markus Bollmann;D;29;3;0;
1345;44;0;Matthias Kühne;D;25;0;0;
1346;44;0;Tobias Feisthammel;D;24;1;0;
1347;44;0;Maximilian Güll;D;11;0;0;
1348;44;0;Christian Eichner;D;10;0;0;
1349;44;0;Babacar M´Bengue;SEN/D;3;0;0;
1350;44;4;Dzemal Berberovic;BOS;0;0;0;
1351;44;6;Benjamin Kern;D;0;0;0;
1352;44;16;Stephan Hennen;D;0;0;0;
1353;44;19;Andreas Ibertsberger;A;0;0;0;
1354;44;31;Xhelil Abdulla;MKD;0;0;0;
1355;44;0;Jens Wissing;D;0;0;0;
1356;44;0;Pierre de Wit;D;34;2;0;
1357;44;0;Patrick Zoundi;BFA;32;5;0;
1358;44;26;Tanju Öztürk;D;31;1;0;
1359;44;17;Kevin Wolze;D;29;4;0;
1360;44;0;Michael Gardawski;D;27;3;0;
1361;44;21;Sascha Dum;D;20;0;0;
1362;44;0;Deniz Aycicek;D;20;2;0;
1363;44;0;Athanasios Tsourakis;GR;20;2;0;
1364;44;0;Nikolas Ledgerwood;CAN;16;0;0;
1365;44;0;Erdogan Yesilyurt;D;13;1;0;
1366;44;0;Dominik Reinert;D;1;0;0;
1367;44;0;Gökhan Lekesiz;D;1;0;0;
1368;44;10;Jürgen Gjasula;D;0;0;0;
1369;44;28;Dusan Jevtic;BOS;0;0;0;
1370;44;33;Zvonko Pamic;CRO;0;0;0;
1371;44;34;Antonio da Silva;BRA;0;0;0;
1372;44;0;Kingsley Onuegbu;NGA;36;14;0;
1373;44;0;Gerrit Wegkamp;D;14;0;0;
1374;44;0;Filip Orsula;SVK;12;0;0;
1375;44;32;Julien Rybacki;D;2;0;0;
1376;44;9;Valeri Domovchiyski;BUL;0;0;0;
1377;43;0;Markus Krauß;D;21;0;0;
1378;43;0;Daniel Wagner;D;9;0;0;
1379;43;0;Mark-Patrick Redl;D;8;0;0;
1380;43;0;Fabian Baumgärtel;D;37;2;0;
1381;43;0;Fabio Leutenecker;D;34;2;0;
1382;43;0;Marc Stein;D;32;0;0;
1383;43;0;Elia Soriano;I;32;7;0;
1384;43;0;Fabian Gerster;D;30;0;0;
1385;43;0;Royal Dominique Fennell;D;26;1;0;
1386;43;0;Julian Leist;D;20;0;0;
1387;43;0;Patrick Auracher;D;17;0;0;
1388;43;0;Kai-Bastian Evers;D;8;0;0;
1389;43;0;Athanasios Raptis;GR;6;0;0;
1390;43;0;Abdulsamed Akin;D;5;0;0;
1391;43;0;Pascal Schmidt;D;2;0;0;
1392;43;0;Stefan Maletic;SER;2;0;0;
1393;43;0;Simon Köpf;D;0;0;0;
1394;43;0;Sandrino Braun;D;36;2;0;
1395;43;0;Vincenzo Marchese;D;30;12;0;
1396;43;0;Gerrit Müller;D;17;1;0;
1397;43;0;Patrick Milchraum;D;9;0;0;
1398;43;0;Andreas Ivan;D;9;0;0;
1399;43;0;Mahir Savranlioglu;TUR;4;0;0;
1400;43;0;Paul Grischok;D;4;0;0;
1401;43;0;Omar Jatta;GAM;2;0;0;
1402;43;0;Marcel Ivanusa;D;1;0;0;
1403;43;0;Ramazan Kandazoglu;TUR/D;0;0;0;
1404;43;0;Nico Plattek;D;0;0;0;
1405;43;0;Fabian Skoko;D;0;0;0;
1406;43;0;Marco Calamita;D;20;4;0;
1407;43;0;Lhadji Badiane;F;19;4;0;
1408;43;0;Marcos Alvarez;D;16;4;0;
1409;43;0;Randy Edwini-Bonsu;CAN/GHA;16;2;0;
1410;43;0;Kevin Dicklhuber;D;15;2;0;
1411;43;0;Shkemb Miftari;D;11;0;0;
1412;43;0;Nermin Ibrahimovic;SER;4;0;0;
1413;43;0;Daniel Engelbrecht;D;2;0;0;
1414;43;0;Andre Kriks;D;0;0;0;
1415;43;0;Peter Sprung;D;0;0;0;
1416;43;0;Karim Rouani;F;0;0;0;
1417;45;0;Pierre Kleinheider;D;34;0;0;
1418;45;0;Dominik Kisiel;PL;3;0;0;
1419;45;0;Franco Flückiger;D;0;0;0;
1420;45;0;Daniel Ziebig;D;35;0;0;
1421;45;0;Florian Brügmann;D;31;0;0;
1422;45;0;Kristian Kojola;FIN;20;1;0;
1423;45;0;Marcel Baude;D;17;1;0;
1424;45;0;Philipp Zeiger;D;15;0;0;
1425;45;0;Patrick Mouaya;COD;14;0;0;
1426;45;0;Robert Schick;D;11;0;0;
1427;45;0;Adli Lachheb;TUN;5;0;0;
1428;45;0;Akaki Gogia;D;35;8;0;
1429;45;0;Marcel Franke;D;35;2;0;
1430;45;0;Sören Bertram;D;35;11;0;
1431;45;0;Toni Lindenhahn;D;25;3;0;
1432;45;0;Björn Ziegenbein;D;20;2;0;
1433;45;0;Niklas Brandt;D;15;0;0;
1434;45;0;Pierre Becken;D;14;0;0;
1435;45;0;Tim Kruse;D;14;0;0;
1436;45;0;Anton Müller;D;12;0;0;
1437;45;0;Maik Wagefeld;D;6;0;0;
1438;45;0;Mustapha Amari;D;1;0;0;
1439;45;0;Telmo Texeira-Rebelo;POR;0;0;0;
1440;45;0;Stefan Ronneburg;D;0;0;0;
1441;45;0;Timo Furuholm;FIN;31;11;0;
1442;45;0;Tony Schmidt;D;27;0;0;
1443;45;0;Pierre Merkel;D;24;2;0;
1444;45;0;Francky Sembolo;CGO;13;7;0;
1445;45;0;Maximilian Hecht;D;0;0;0;
1446;50;0;Daniel Masuch;D;34;0;0;
1447;50;0;Maximilian Schulze-Niehues;D;3;0;0;
1448;50;0;Recep Aziz;D;1;0;0;
1449;50;0;Cedric Wilmes;D;0;0;0;
1450;50;0;Dominik Schmidt;D;28;2;0;
1451;50;0;Fabian Hergesell;D;25;1;0;
1452;50;0;Simon Scherder;D;22;4;0;
1453;50;0;Kevin Schöneberg;D;20;1;0;
1454;50;0;Patrick Kirsch;D;17;0;0;
1455;50;0;Robin Neupert;D;13;0;0;
1456;50;0;Marco Pischorn;D;9;0;0;
1457;50;0;Clement Halet;F;6;0;0;
1458;50;0;Philipp Röhe;D;1;0;0;
1459;50;0;Jens Truckenbrod;D;37;1;0;
1460;50;0;Benjamin Siegert;D;33;1;0;
1461;50;0;Dennis Grote;D;33;9;0;
1462;50;0;Marcus Piossek;D;29;6;0;
1463;50;0;Amaury Bischoff;F/POR;28;3;0;
1464;50;0;Stefan Kühne;D;26;2;0;
1465;50;0;Mehmet Kara;TUR;26;1;0;
1466;50;0;Julian Riedel;FIN/D;22;0;0;
1467;50;0;Marko Karamarko;CRO;0;0;0;
1468;50;0;Pascal Koopmann;D;0;0;0;
1469;50;0;Malte Grashoff;D;0;0;0;
1470;50;0;Matthew Taylor;USA;33;6;0;
1471;50;0;Rogier Krohne;NL;32;7;0;
1472;50;0;Gaetano Manno;I;17;2;0;
1473;50;0;Soufian Benyamina;D;16;6;0;
1474;50;0;Zlatko Muhovic;BOS/D;2;0;0;
1475;50;0;Michael Holt;D;1;0;0;
1476;47;0;Bernhard Hendl;A;24;0;0;
1477;47;0;Patrick Wiegers;D;13;0;0;
1478;47;0;Sebastian Nachreiner;D;37;0;0;
1479;47;0;Mario Neunaber;D;32;6;0;
1480;47;0;Andreas Güntner;D;26;0;0;
1481;47;0;Jonatan Kotzke;D;25;2;0;
1482;47;0;Thorben Stadler;D;6;0;0;
1483;47;0;Thorben Stadler;D;0;0;0;
1484;47;0;Jim-Patrick Müller;D;34;7;0;
1485;47;0;Gino Windmüller;D;33;2;0;
1486;47;0;Oliver Hein;D;32;2;0;
1487;47;0;Aias Aosman;TUR;32;5;0;
1488;47;0;Azur Velagic;BOS;24;0;0;
1489;47;0;Markus Smarzoch;D;23;2;0;
1490;47;0;Patrick Haag;D;20;0;0;
1491;47;0;Fabian Trettenbach;D;15;1;0;
1492;47;0;Marius Müller;D;10;0;0;
1493;47;0;Dimitrios Anastasopoulos;GR;4;0;0;
1494;47;0;Romain Dedola;F;0;0;0;
1495;47;0;Abdenour Amachaibou;D/MAR;35;11;0;
1496;47;0;Benedikt Schmid;D;21;2;0;
1497;47;0;Romas Dressler;D;18;5;0;
1498;47;0;Daniel Franziskus;D;16;3;0;
1499;47;0;Zlatko Muhovic;BOS/D;15;2;0;
1500;47;0;Ruben Popa;D;13;0;0;
1501;47;0;Thomas Kurz;D;6;1;0;
1502;47;0;Sergio Pardo;E;0;0;0;
1503;53;0;Philipp Pentke;D;34;0;0;
1504;53;0;Stefan Riederer;D;3;0;0;
1505;53;0;Silvio Bankert;D;36;1;0;
1506;53;0;Fabian Stenzel;D;33;0;0;
1507;53;0;Kevin Conrad;D;30;0;0;
1508;53;0;Thomas Birk;D;24;0;0;
1509;53;0;Josef Cinar;D;16;1;0;
1510;53;0;Marcel Hofrath;D;13;4;0;
1511;53;0;Toni Wachsmuth;D;9;0;0;
1512;53;0;Pierre Le Beau;D;6;0;0;
1513;53;0;Jeron Hazaimeh;D;3;0;0;
1514;53;0;Marc Hensel;D;30;1;0;
1515;53;0;Sascha Pfeffer;D;30;2;0;
1516;53;0;Maik Kegel;D;29;3;0;
1517;53;0;Ronny Garbuschewski;D;26;7;0;
1518;53;0;Kolja Pusch;D;20;2;0;
1519;53;0;Christian Mauersberger;D;16;1;0;
1520;53;0;Anton Makarenko;UKR;15;1;0;
1521;53;0;Tom Scheffel;D;15;1;0;
1522;53;0;Marc Lais;D;15;0;0;
1523;53;0;Josip Landeka;CRO;8;0;0;
1524;53;0;Florian Hansch;D;2;0;0;
1525;53;0;Anton Fink;D;35;12;0;
1526;53;0;Tino Semmer;D;30;1;0;
1527;53;0;Benjamin Förster;D;27;5;0;
1528;41;0;Jörg Hahnel;D;21;0;0;
1529;41;0;Johannes Brinkies;D;18;0;0;
1530;41;0;Fabian Künnemann;D;0;0;0;
1531;41;0;Alexandre Mendy;F;36;1;0;
1532;41;0;Shervin Radjabali-Fardi;D;35;2;0;
1533;41;0;Steven Ruprecht;D;32;1;0;
1534;41;0;Tommy Grupe;D;27;3;0;
1535;41;0;Sebastian Pelzer;D;23;0;0;
1536;41;0;Lukas Pägelow;D;2;0;0;
1537;41;0;Rick Geenen;NL;0;0;0;
1538;41;0;Ronny Marcos;D;0;0;0;
1539;41;0;Julian Moritz Jakobs;D;35;4;0;
1540;41;0;David Blacha;D;35;10;0;
1541;41;0;Dennis Weidlich;D;31;0;0;
1542;41;0;Leonhard Haas;D;27;1;0;
1543;41;0;Milorad Pekovic;MON;24;1;0;
1544;41;0;Manfred Starke;NAM/D;21;1;0;
1545;41;0;Sascha Schünemann;D;17;0;0;
1546;41;0;Robin Krauße;D;10;0;0;
1547;41;0;Max Christiansen;D;6;1;0;
1548;41;0;Ken Leemans;B;4;0;0;
1549;41;0;Martin Pett;D;3;0;0;
1550;41;0;Dennis Srbeny;D;2;0;0;
1551;41;0;Halil Savran;D;31;8;0;
1552;41;0;Nikolaos Ioannidis;GR;29;6;0;
1553;41;0;Johan Plat;NL;22;4;0;
1554;41;0;Mustafa Kucukovic;D;20;1;0;
1555;41;0;Henry Haufe;D;1;0;0;
1556;41;0;Nils Quaschner;D;0;0;0;
1557;41;0;Sargis Adamyan;ARM;0;0;0;
1558;46;0;Philipp Klewin;D;36;0;0;
1559;46;0;Jean-Francois Kornetzky;F;1;0;0;
1560;46;0;Paul Büchel;D;0;0;0;
1561;46;0;Stefan Kleineheismann;D;35;0;0;
1562;46;0;Luka Odak;CRO;32;0;0;
1563;46;0;André Laurito;D;23;1;0;
1564;46;0;Niklas Kreuzer;D;17;0;0;
1565;46;0;Jens Möckel;D;5;0;0;
1566;46;0;Saheed Mustapha;D;1;0;0;
1567;46;0;Bernd Rauw;B;0;0;0;
1568;46;0;Johannes Bergmann;D;0;0;0;
1569;46;0;Marco Engelhardt;D;35;5;0;
1570;46;0;Rafael Czichos;D;32;2;0;
1571;46;0;Patrick Göbel;D;29;3;0;
1572;46;0;Nils Pfingsten-Reddig;D;28;6;0;
1573;46;0;Kevin Möhwald;D;27;2;0;
1574;46;0;Maik Baumgarten;D;22;0;0;
1575;46;0;Andreas Wiegel;D;21;2;0;
1576;46;0;Marius Strangl;D;20;2;0;
1577;46;0;Christopher Drazan;A;16;2;0;
1578;46;0;Mario Fillinger;D;9;0;0;
1579;46;0;Morten Nielsen;DEN;3;0;0;
1580;46;0;Okan Derici;D;1;0;0;
1581;46;0;Leon Packheiser;D;1;0;0;
1582;46;0;Philipp Serrek;D;1;0;0;
1583;46;0;Felix Robrecht;D;0;0;0;
1584;46;0;Fabian Skoko;D;0;0;0;
1585;46;0;Sepehr Nikroo;D;0;0;0;
1586;46;0;Jonas Nietfeld;D;25;5;0;
1587;46;0;Mijo Tunjic;NL;24;3;0;
1588;46;0;Simon Brandstetter;D;19;5;0;
1589;46;0;Aykut Öztürk;D;19;4;0;
1590;46;0;Carsten Kammlott;D;14;9;0;
1591;46;0;Sebastian Stolze;D;13;1;0;
1592;46;0;Otis Breustedt;D;3;0;0;
1593;46;0;Tommy Kind;D;0;0;0;
1594;48;0;Odisseas Vlachodimos;D;22;0;0;
1595;48;0;Kevin Müller;D;15;0;0;
1596;48;0;Thomas Geyer;D;35;1;0;
1597;48;0;Steffen Lang;D;29;0;0;
1598;48;0;Tim Leibold;D;28;0;0;
1599;48;0;Philipp Mwene;A;19;0;0;
1600;48;0;Daniel Vier;BRA/D;12;2;0;
1601;48;0;Francesco Lovric;A;5;0;0;
1602;48;0;Benedikt Röcker;D;4;1;0;
1603;48;0;Karim Haggui;TUN;1;0;0;
1604;48;0;Benjamin Kirchhoff;D;0;0;0;
1605;48;0;Marvin Wanitzek;;33;4;0;
1606;48;0;Tobias Rathgeb;D;32;2;0;
1607;48;0;Manuel Janzer;D;30;6;0;
1608;48;0;Lukas Kiefer;D;27;2;0;
1609;48;0;Sinan Gümüs;TUR;18;1;0;
1610;48;0;Timo Cecen;D;15;0;0;
1611;48;0;Besar Halimi;D;13;1;0;
1612;48;0;Rani Khedira;D;12;1;0;
1613;48;0;Robin Yalcin;D;11;0;0;
1614;48;0;Patrick Funk;D;10;0;0;
1615;48;0;Milos Degenek;AUS;9;0;0;
1616;48;0;Timo Baumgartl;D;5;1;0;
1617;48;0;Gratas Sirgedas;LIT;3;0;0;
1618;48;0;Daniel Didavi;D;2;0;0;
1619;48;0;Marco Rojas;NZL;2;0;0;
1620;48;0;Sven Mende;D;0;0;0;
1621;48;0;Marco Grüttner;D;34;10;0;
1622;48;0;Erich Berko;D;26;2;0;
1623;48;0;Alexander Riemann;D;26;4;0;
1624;48;0;Pascal Breier;D;25;6;0;
1625;48;0;Felix Lohkemper;D;6;0;0;
1626;48;0;Timo Werner;D;1;1;0;
1627;48;0;Jerome Kiesewetter;D;0;0;0;
1628;48;0;Marko Maletic;NL;0;0;0;
1629;49;0;Zlatan Alomerovic;D;30;0;0;
1630;49;0;Hendrik Bonmann;D;4;0;0;
1631;49;0;Johannes Focher;D;4;0;0;
1632;49;0;Tim Hohmann;D;0;0;0;
1633;49;0;Marc Hornschuh;D;35;2;0;
1634;49;0;Thomas Meißner;D;35;0;0;
1635;49;0;Evans Nyarko;GHA/D;31;1;0;
1636;49;0;Marian Sarr;D;24;1;0;
1637;49;0;Jannik Bandowski;D;17;1;0;
1638;49;0;Jeremy Dudziak;D;12;0;0;
1639;49;0;Koray Günter;D;8;0;0;
1640;49;0;Marcel Deelen;D;4;0;0;
1641;49;0;Oliver Kirch;D;2;0;0;
1642;49;0;Oskar Gasecki;PL/USA;0;0;0;
1643;49;0;Edisson Jordanov;D;34;3;0;
1644;49;0;Tim Treude;D;33;3;0;
1645;49;0;David Solga;D;31;3;0;
1646;49;0;Oguzhan Kefkir;D;28;1;0;
